给朋友的生日祝福语	这是时间的轮回，希望你的人生无怨无悔，这是四季的交换，祝福你的人生永远灿烂，这是真心的祈祷，祝福朋友生日快乐，心想事成。
给朋友的生日祝福语	一生开始的大祝福，一路匆匆的小祝福，每次点燃蜡烛的新祝福，每次吹灭蜡烛的老祝福，生日快乐，你要永远幸福。
给朋友的生日祝福语	朋友是读不完的情，写不完的意，是一本看不倦的书，听也听不厌的歌。你我情谊，珍藏在梦里，存留在心里。今日又是你的生日，祝你生日快乐，一切如意。
给朋友的生日祝福语	让短信捎给你我的祝福言语，浓浓情意都在这一份真挚的心意里，愿你的生日充满无穷的快乐，愿你明天的回忆温馨，愿你在新的一岁里梦想成真！
给朋友的生日祝福语	奏响优美的旋律，放飞喜悦的心绪；打开生日的礼物，踏上开心的道路；切开甜蜜的蛋糕，投入温暖的怀抱；吹灭生日的蜡烛，许下美好的祝福。祝：生日快乐！
给朋友的生日祝福语	柔柔的风，把我深深的思念缠绕，化作真真的祝福，飘啊飘，轻轻飘落你身边，你要静静地倾听风的声音，用心感受那一份惬意，那是我在祝福你生日快乐。
给朋友的生日祝福语	让我的祝福穿过大街小巷的电线杆，掠过滚滚长江的急流险滩，踏过万里长城的块块青砖， 爬上那巍峨的喜马拉雅山，向你的方向嗷嗷的呼喊：生日快乐！
给朋友的生日祝福语	祝福万千总是情，福达五洲天地定，生生不息生日庆，日日平安蛋糕订。快刀切下喜与悲，乐事喜事一大堆，我祝福生日快乐，你开心快乐入睡。
给朋友的生日祝福语	你知道的，我很穷，可是在生日这天我不能不有所表示啊！于是我搜遍全身，还是找到了一样东西，他叫祝福，我把她装在手机里，悄悄的发给你，让她围绕着你，让你一生幸福快乐。
给朋友的生日祝福语	今天是你生日，虽然没有五星级的酒店给你开餐，却有三星级的祝福给你问候，福星照亮你前程，禄星带给你好运，寿星保佑你健康，朋友，生日快乐。
给朋友的生日祝福语	春夏秋冬因为今日才流转，日夜交替因为今天才变换，日月星辰因为今日才灿烂，绵绵祝福因为今天才出现，天使诞生人世间，让我用心来祝愿：生日快乐!
给朋友的生日祝福语	好的风景我会留恋，好的瞬间我会留住，好的节日我会期盼，好的朋友我会想念，好的祝福我会给你，年年此日我会准时送上祝福，祝你生日快乐！
给朋友的生日祝福语	时令交替月更新，你的生日我难忘，福禄喜寿今日齐，好人一生皆如意！同事无须多客气，一条短信最实际，祝你天天好身体，生活工作都顺利！
给朋友的生日祝福语	点燃生日的烛光，点燃幸福的希望；品尝生日的蛋糕，品尝快乐的味道；接受生日的祝福，接受祝愿的美好，祝生日快乐，幸福围绕！祝福语大全：www.glook.cn
